"","Gene","SLE004","SLE005","SLE006","SLE007","SLE008"
"49857","RPL17P17",0,3,0,0,0
"49858","RPL17P19",0,0,0,0,0
"49859","RPL17P2",0,0,0,0,0
"49860","RPL17P20",0,2,0,3,2
"49861","RPL17P22",2,0,0,0,1
"49862","RPL17P25",0,0,0,0,0
"49863","RPL17P26",0,0,0,0,2
"49864","RPL17P3",0,1,0,2,0
"49865","RPL17P33",0,0,0,2,1
"49866","RPL17P35",0,0,0,0,0
"49867","RPL17P37",0,0,0,0,1
"49868","RPL17P40",0,0,0,0,0
"49869","RPL17P41",0,0,0,0,0
"49870","RPL17P43",0,0,0,0,0
"49871","RPL17P44",0,0,0,0,0
"49872","RPL17P45",0,0,0,0,0
"49873","RPL17P46",0,0,0,0,0
"49874","RPL17P49",0,0,0,0,0
"49875","RPL17P50",0,1,1,1,3
"49876","RPL17P51",0,1,0,0,0
"49877","RPL18",2908,3388,2455,3032,3680
"49878","RPL18A",146,300,115,289,365
"49879","RPL18AP14",0,1,0,1,2
"49880","RPL18AP15",0,0,0,0,1
"49881","RPL18AP16",1,0,3,0,1
"49882","RPL18AP17",0,0,0,0,0
"49883","RPL18AP2",0,0,0,0,0
"49884","RPL18AP3",30,22,26,27,25
"49885","RPL18AP7",6,2,1,2,1
"49886","RPL18AP8",0,1,0,1,1
"49887","RPL18P10",4,1,2,1,0
"49888","RPL18P11",0,0,0,0,0
"49889","RPL18P13",0,2,0,1,1
"49890","RPL19",5232,4355,4634,4126,4573
"49891","RPL19P1",0,0,0,0,0
"49892","RPL19P11",0,0,0,0,0
"49893","RPL19P13",0,0,0,0,0
"49894","RPL19P14",0,3,0,2,1
"49895","RPL19P18",0,0,0,0,0
"49896","RPL19P20",0,0,0,0,1
"49897","RPL19P21",1,0,0,2,1
"49898","RPL21",28,28,18,28,28
"49899","RPL21P1",1,0,0,0,1
"49900","RPL21P10",2,0,1,1,0
"49901","RPL21P103",0,0,0,0,0
"49902","RPL21P104",0,5,2,7,5
"49903","RPL21P106",0,1,1,0,0
"49904","RPL21P107",0,0,0,0,0
"49905","RPL21P108",0,0,0,0,0
"49906","RPL21P109",0,0,0,0,0
"49907","RPL21P11",2,2,2,0,0
"49908","RPL21P110",0,0,0,1,0
"49909","RPL21P111",1,0,1,0,0
"49910","RPL21P112",0,0,0,0,0
"49911","RPL21P116",0,1,1,0,0
"49912","RPL21P119",1,0,1,0,0
"49913","RPL21P12",0,0,0,0,1
"49914","RPL21P120",0,3,0,0,0
"49915","RPL21P121",0,0,0,0,0
"49916","RPL21P122",0,0,0,0,0
"49917","RPL21P123",7,0,1,1,0
"49918","RPL21P126",0,0,0,0,0
"49919","RPL21P127",1,0,0,0,1
"49920","RPL21P129",0,0,0,0,0
"49921","RPL21P13",0,0,0,0,0
"49922","RPL21P131",3,1,5,0,2
"49923","RPL21P132",0,0,0,0,0
"49924","RPL21P133",0,0,0,0,0
"49925","RPL21P134",0,0,2,0,0
"49926","RPL21P135",2,0,0,0,0
"49927","RPL21P136",1,0,0,0,0
"49928","RPL21P17",0,1,1,0,0
"49929","RPL21P18",0,0,1,0,0
"49930","RPL21P2",0,0,0,0,0
"49931","RPL21P23",0,0,0,0,0
"49932","RPL21P24",0,0,0,0,1
"49933","RPL21P28",1,0,2,0,0
"49934","RPL21P3",0,0,0,0,0
"49935","RPL21P32",0,0,0,0,0
"49936","RPL21P33",1,0,3,0,0
"49937","RPL21P38",0,0,0,0,0
"49938","RPL21P39",0,0,1,0,0
"49939","RPL21P4",2,0,0,0,1
"49940","RPL21P40",0,0,2,0,0
"49941","RPL21P41",0,1,1,0,0
"49942","RPL21P42",0,0,0,0,0
"49943","RPL21P43",0,0,0,0,0
"49944","RPL21P44",2,2,1,1,1
"49945","RPL21P47",0,0,0,0,0
"49946","RPL21P5",1,1,2,3,1
"49947","RPL21P50",0,0,0,0,0
"49948","RPL21P54",0,0,0,0,0
"49949","RPL21P6",0,0,0,0,0
"49950","RPL21P65",0,1,0,0,0
"49951","RPL21P66",0,0,0,1,0
"49952","RPL21P67",0,0,0,0,0
"49953","RPL21P7",0,0,1,0,0
"49954","RPL21P71",0,0,0,0,0
"49955","RPL21P75",2,0,2,0,0
"49956","RPL21P8",1,0,1,1,0
"49957","RPL21P9",0,0,0,0,0
"49958","RPL22",419,530,430,532,511
"49959","RPL22L1",124,68,88,68,59
"49960","RPL22P11",0,0,0,0,0
"49961","RPL22P18",0,0,0,0,0
"49962","RPL22P19",0,0,0,0,0
"49963","RPL22P22",0,0,0,0,0
"49964","RPL22P5",0,0,0,0,0
"49965","RPL23",3020,1994,2350,1897,2089
"49966","RPL23A",76,43,53,45,49
"49967","RPL23AP1",0,0,0,0,0
"49968","RPL23AP10",0,0,0,0,0
"49969","RPL23AP11",1,0,0,0,0
"49970","RPL23AP12",0,0,0,0,0
"49971","RPL23AP14",0,0,0,0,4
"49972","RPL23AP15",0,0,0,0,0
"49973","RPL23AP16",0,0,0,0,0
"49974","RPL23AP17",0,0,0,0,0
"49975","RPL23AP18",1,0,0,1,1
"49976","RPL23AP19",0,0,0,0,0
"49977","RPL23AP2",3,1,2,2,1
"49978","RPL23AP20",0,1,0,0,0
"49979","RPL23AP21",0,0,0,0,0
"49980","RPL23AP22",0,0,0,0,0
"49981","RPL23AP23",0,1,0,0,0
"49982","RPL23AP24",0,0,0,0,0
"49983","RPL23AP25",1,0,0,0,0
"49984","RPL23AP26",0,0,0,0,0
"49985","RPL23AP27",0,0,0,0,0
"49986","RPL23AP28",0,0,0,0,0
"49987","RPL23AP29",0,0,0,1,0
"49988","RPL23AP3",0,0,0,0,0
"49989","RPL23AP30",0,0,0,0,0
"49990","RPL23AP31",0,0,0,0,0
"49991","RPL23AP32",1,0,0,0,0
"49992","RPL23AP33",0,0,0,0,0
"49993","RPL23AP34",0,0,0,0,0
"49994","RPL23AP35",1,0,0,0,0
"49995","RPL23AP36",0,0,0,0,0
"49996","RPL23AP37",2,0,0,3,1
"49997","RPL23AP38",1,0,1,0,0
"49998","RPL23AP39",0,2,0,1,1
"49999","RPL23AP4",0,0,0,0,0
"50000","RPL23AP40",0,0,0,0,0
"50001","RPL23AP41",0,0,0,0,0
"50002","RPL23AP42",0,0,0,0,0
"50003","RPL23AP43",0,0,0,0,0
"50004","RPL23AP44",0,0,0,1,0
"50005","RPL23AP45",0,0,0,0,0
"50006","RPL23AP46",0,0,0,0,0
"50007","RPL23AP47",0,0,0,0,0
"50008","RPL23AP48",0,0,2,0,3
"50009","RPL23AP49",0,1,0,0,0
"50010","RPL23AP50",0,0,0,0,0
"50011","RPL23AP51",0,0,0,0,0
"50012","RPL23AP52",1,0,0,0,0
"50013","RPL23AP53",4,1,7,3,1
"50014","RPL23AP54",0,0,0,0,0
"50015","RPL23AP55",3,0,0,1,0
"50016","RPL23AP56",0,0,0,0,0
"50017","RPL23AP57",0,1,1,1,4
"50018","RPL23AP58",1,1,0,0,1
"50019","RPL23AP59",0,0,0,0,0
"50020","RPL23AP6",0,0,0,0,0
"50021","RPL23AP60",0,0,0,0,0
"50022","RPL23AP61",0,0,1,0,0
"50023","RPL23AP62",0,0,0,0,0
"50024","RPL23AP63",0,0,0,1,0
"50025","RPL23AP64",15,3,6,4,2
"50026","RPL23AP65",0,0,3,0,1
"50027","RPL23AP66",0,0,0,0,0
"50028","RPL23AP67",1,0,0,0,0
"50029","RPL23AP68",0,0,0,0,0
"50030","RPL23AP69",0,0,1,1,0
"50031","RPL23AP7",33,11,24,10,8
"50032","RPL23AP70",1,0,0,0,0
"50033","RPL23AP71",0,0,0,0,0
"50034","RPL23AP72",0,0,0,0,0
"50035","RPL23AP73",0,0,0,0,0
"50036","RPL23AP74",0,0,0,0,0
"50037","RPL23AP75",2,0,0,0,0
"50038","RPL23AP76",0,0,0,0,1
"50039","RPL23AP77",0,1,0,0,0
"50040","RPL23AP78",0,0,0,0,0
"50041","RPL23AP8",0,0,0,0,0
"50042","RPL23AP80",0,0,0,0,0
"50043","RPL23AP81",0,1,1,0,0
"50044","RPL23AP82",14,10,18,19,17
"50045","RPL23AP83",0,0,0,1,0
"50046","RPL23AP84",0,0,0,0,0
"50047","RPL23AP85",0,0,0,0,0
"50048","RPL23AP86",0,0,0,0,0
"50049","RPL23AP87",0,0,0,0,0
"50050","RPL23AP88",0,0,0,0,0
"50051","RPL23AP89",0,0,0,0,0
"50052","RPL23AP90",1,0,0,0,0
"50053","RPL23AP91",0,0,0,0,0
"50054","RPL23AP92",0,0,0,0,0
"50055","RPL23AP93",0,0,0,0,0
"50056","RPL23AP94",0,0,0,0,0
"50057","RPL23AP95",0,0,0,0,0
"50058","RPL23AP96",0,0,0,0,0
"50059","RPL23AP97",6,0,5,4,0
"50060","RPL23P10",0,0,0,0,0
"50061","RPL23P11",0,0,0,0,0
"50062","RPL23P2",3,0,2,0,1
"50063","RPL23P4",0,0,0,0,0
"50064","RPL24",967,952,831,800,970
"50065","RPL24P2",3,9,7,10,8
"50066","RPL24P4",1,2,3,2,2
"50067","RPL24P7",0,0,0,0,0
"50068","RPL24P8",3,0,2,0,0
"50069","RPL26",1445,671,1332,600,724
"50070","RPL26L1",24,19,19,18,14
"50071","RPL26P19",1,0,1,1,1
"50072","RPL26P20",0,0,0,0,0
"50073","RPL26P3",0,0,0,0,0
"50074","RPL26P30",0,0,0,0,0
"50075","RPL26P31",0,0,0,0,0
"50076","RPL26P34",0,0,0,0,0
"50077","RPL26P35",0,0,0,0,0
"50078","RPL26P37",1,0,0,0,0
"50079","RPL26P9",1,0,0,0,0
"50080","RPL27",2866,2483,2401,2342,2596
"50081","RPL27A",2331,1648,2028,1511,1876
"50082","RPL27AP",0,1,1,0,0
"50083","RPL27AP5",2,3,0,3,5
"50084","RPL27AP8",0,0,0,2,1
"50085","RPL27P12",0,0,0,0,0
"50086","RPL28",3378,3783,2610,3481,4324
"50087","RPL29",1015,1028,912,1015,1006
"50088","RPL29P11",2,2,0,1,0
"50089","RPL29P12",1,1,0,0,0
"50090","RPL29P14",0,0,0,0,1
"50091","RPL29P19",0,0,0,0,0
"50092","RPL29P2",0,1,0,0,1
"50093","RPL29P22",0,0,0,0,0
"50094","RPL29P23",0,0,0,0,0
"50095","RPL29P24",1,1,0,0,0
"50096","RPL29P25",0,1,1,0,0
"50097","RPL29P28",0,0,0,0,0
"50098","RPL29P29",0,0,0,0,0
"50099","RPL29P3",0,0,0,0,0
"50100","RPL29P30",0,0,0,0,0
"50101","RPL29P32",0,0,0,0,0
"50102","RPL29P33",0,0,1,0,0
"50103","RPL29P7",0,0,0,1,0
"50104","RPL3",5952,5955,5402,5758,5471
"50105","RPL30",2108,3086,1822,3093,3214
"50106","RPL30P1",0,0,0,1,0
"50107","RPL30P10",0,0,0,0,0
"50108","RPL30P11",0,0,0,0,0
"50109","RPL30P12",0,0,0,0,0
"50110","RPL30P13",0,0,0,0,0
"50111","RPL30P14",1,2,0,0,2
"50112","RPL30P15",0,0,0,0,0
"50113","RPL30P16",0,0,0,0,0
"50114","RPL30P2",2,0,1,0,0
"50115","RPL30P3",1,0,0,0,0
"50116","RPL30P4",4,1,0,0,1
"50117","RPL30P5",0,0,0,0,0
"50118","RPL30P6",1,0,0,0,0
"50119","RPL30P7",1,0,0,0,2
"50120","RPL30P9",0,0,0,0,0
"50121","RPL31",2997,2977,2345,2818,2872
"50122","RPL31P1",0,0,0,0,0
"50123","RPL31P11",4,0,1,0,0
"50124","RPL31P12",0,0,0,0,0
"50125","RPL31P13",0,0,0,0,0
"50126","RPL31P15",0,0,0,0,0
"50127","RPL31P2",0,0,1,0,0
"50128","RPL31P20",0,0,0,0,0
"50129","RPL31P28",1,0,0,0,0
"50130","RPL31P3",0,0,0,0,0
"50131","RPL31P33",0,0,0,0,0
"50132","RPL31P35",1,0,0,0,0
"50133","RPL31P40",0,0,0,0,0
"50134","RPL31P41",0,0,0,0,0
"50135","RPL31P47",0,0,0,0,0
"50136","RPL31P49",3,1,0,3,1
"50137","RPL31P50",0,0,0,0,0
"50138","RPL31P52",2,0,0,0,0
"50139","RPL31P53",0,0,0,0,0
"50140","RPL31P54",0,0,0,0,0
"50141","RPL31P56",0,0,0,0,0
"50142","RPL31P57",0,0,0,0,0
"50143","RPL31P58",0,0,0,0,0
"50144","RPL31P59",0,1,0,0,0
"50145","RPL31P60",0,0,0,0,0
"50146","RPL31P61",0,0,0,0,0
"50147","RPL31P63",1,1,0,0,0
"50148","RPL31P7",1,0,0,0,0
"50149","RPL31P9",0,0,0,0,0
"50150","RPL32",3319,3146,2753,3016,3191
"50151","RPL32P1",2,1,2,2,0
"50152","RPL32P14",0,0,0,0,0
"50153","RPL32P26",0,0,0,0,1
"50154","RPL32P28",0,0,0,0,0
"50155","RPL32P29",0,0,0,0,0
"50156","RPL32P3",174,81,79,80,38
"50157","RPL32P31",0,1,0,1,2
"50158","RPL32P33",0,0,0,0,0
"50159","RPL32P34",0,0,0,0,0
"50160","RPL32P35",0,0,0,0,0
"50161","RPL32P9",0,1,0,0,0
"50162","RPL34",1730,1842,1478,1808,1836
"50163","RPL34-AS1",2,4,1,0,1
"50164","RPL34P1",0,1,0,0,0
"50165","RPL34P17",0,0,0,0,0
"50166","RPL34P18",2,0,4,0,0
"50167","RPL34P21",0,0,0,0,0
"50168","RPL34P22",1,3,0,1,0
"50169","RPL34P23",0,0,0,0,0
"50170","RPL34P26",0,1,1,1,0
"50171","RPL34P27",2,1,2,0,0
"50172","RPL34P29",0,0,0,0,0
"50173","RPL34P3",0,0,1,0,0
"50174","RPL34P31",1,0,2,0,0
"50175","RPL34P33",0,1,0,2,4
"50176","RPL34P34",0,0,1,0,0
"50177","RPL34P6",1,0,2,0,0
"50178","RPL35",1378,1250,1205,993,1268
"50179","RPL35A",3123,2433,2948,2199,2431
"50180","RPL35AP",0,0,0,0,0
"50181","RPL35AP12",0,2,0,1,0
"50182","RPL35AP15",0,0,0,0,0
"50183","RPL35AP18",0,0,0,0,0
"50184","RPL35AP19",0,0,0,0,0
"50185","RPL35AP21",0,0,0,1,2
"50186","RPL35AP22",0,0,0,0,0
"50187","RPL35AP25",0,0,0,0,0
"50188","RPL35AP26",1,0,1,0,0
"50189","RPL35AP3",0,0,0,0,0
"50190","RPL35AP30",0,0,0,0,0
"50191","RPL35AP31",0,1,1,1,1
"50192","RPL35AP32",2,1,0,1,0
"50193","RPL35AP33",0,0,0,0,0
"50194","RPL35AP35",0,0,0,0,0
"50195","RPL35AP4",0,0,0,0,0
"50196","RPL35P1",0,0,0,0,0
"50197","RPL35P2",0,0,0,0,0
"50198","RPL35P3",3,2,0,0,0
"50199","RPL35P4",0,1,0,1,1
"50200","RPL35P5",1,0,0,1,0
"50201","RPL35P6",0,0,0,0,0
"50202","RPL35P8",0,0,0,0,0
"50203","RPL35P9",0,2,0,0,0
"50204","RPL36",1727,1706,1480,1475,1829
"50205","RPL36A",53,24,17,16,15
"50206","RPL36A-HNRNPH2",0,0,0,0,0
"50207","RPL36AL",629,492,567,377,555
"50208","RPL36AP10",0,0,0,0,0
"50209","RPL36AP13",0,1,0,0,0
"50210","RPL36AP15",0,0,0,0,0
"50211","RPL36AP21",0,0,0,0,0
"50212","RPL36AP26",0,0,1,0,0
"50213","RPL36AP29",0,0,0,0,0
"50214","RPL36AP33",0,0,0,0,0
"50215","RPL36AP35",0,0,0,0,0
"50216","RPL36AP39",0,0,0,0,0
"50217","RPL36AP40",0,0,0,0,0
"50218","RPL36AP41",0,0,0,0,0
"50219","RPL36AP43",0,1,1,0,0
"50220","RPL36AP45",0,0,0,0,0
"50221","RPL36AP48",1,1,0,0,0
"50222","RPL36AP51",0,0,0,0,0
"50223","RPL36AP53",0,0,0,0,0
"50224","RPL36AP55",0,0,0,0,0
"50225","RPL36AP6",0,0,0,0,0
"50226","RPL36P1",0,0,0,0,0
"50227","RPL36P16",0,0,0,0,0
"50228","RPL36P18",0,0,0,0,0
"50229","RPL36P19",0,0,0,0,0
"50230","RPL36P2",0,0,0,0,0
"50231","RPL36P20",0,1,0,1,0
"50232","RPL36P4",0,0,0,0,0
"50233","RPL37",3780,3317,3118,2820,3057
"50234","RPL37A",3807,2649,2956,2394,2812
"50235","RPL37AP1",4,2,3,1,1
"50236","RPL37AP8",0,2,0,3,4
"50237","RPL37P1",0,0,0,0,0
"50238","RPL37P10",1,0,0,0,0
"50239","RPL37P15",0,0,0,0,0
"50240","RPL37P2",0,0,2,0,0
"50241","RPL37P21",0,0,0,0,0
"50242","RPL37P23",0,0,3,0,1
"50243","RPL37P25",0,1,0,0,0
"50244","RPL37P3",0,0,0,0,0
"50245","RPL37P4",1,0,0,0,0
"50246","RPL37P6",46,0,24,0,2
"50247","RPL38",2215,1868,1735,1738,2019
"50248","RPL38P1",0,0,0,1,1
"50249","RPL38P3",0,0,0,0,0
"50250","RPL38P4",0,0,0,0,0
"50251","RPL39",437,55,322,68,68
"50252","RPL39L",23,4,16,13,10
"50253","RPL39P",0,0,0,0,0
"50254","RPL39P18",0,0,1,0,0
"50255","RPL39P25",0,1,0,0,0
"50256","RPL39P26",1,0,0,0,0
"50257","RPL39P28",0,0,0,0,0
"50258","RPL39P29",0,0,0,0,0
"50259","RPL39P3",0,10,0,4,2
"50260","RPL39P31",0,0,0,0,0
"50261","RPL39P33",0,0,0,0,0
"50262","RPL39P34",0,0,0,0,0
"50263","RPL39P36",0,0,0,0,0
"50264","RPL39P38",0,0,1,0,0
"50265","RPL39P40",0,0,0,0,0
"50266","RPL39P5",0,0,1,1,0
"50267","RPL39P6",1,0,0,0,0
"50268","RPL3L",0,2,2,4,10
"50269","RPL3P1",1,0,0,1,0
"50270","RPL3P10",0,0,1,0,0
"50271","RPL3P11",0,0,0,0,0
"50272","RPL3P12",0,1,1,2,0
"50273","RPL3P13",0,2,0,0,1
"50274","RPL3P2",8,12,5,9,7
"50275","RPL3P3",0,1,0,0,1
"50276","RPL3P4",7,22,11,18,13
"50277","RPL3P5",0,0,0,0,0
"50278","RPL3P6",1,0,3,0,1
"50279","RPL3P7",4,4,5,4,2
"50280","RPL3P8",0,0,0,0,0
"50281","RPL3P9",0,3,1,0,7
"50282","RPL4",3998,3638,3699,3349,3525
"50283","RPL41",100,1476,74,1439,1662
"50284","RPL41P1",0,1,0,0,1
"50285","RPL41P2",14,5,9,0,1
"50286","RPL41P5",0,15,0,21,10
"50287","RPL4P1",7,8,6,9,4
"50288","RPL4P2",1,1,0,1,1
"50289","RPL4P3",3,1,7,6,8
"50290","RPL4P4",7,9,12,6,8
"50291","RPL4P5",3,4,1,6,4
"50292","RPL4P6",2,3,2,3,2
"50293","RPL5",3190,2415,2818,2461,2259
"50294","RPL5P1",1,0,0,0,0
"50295","RPL5P10",0,1,0,1,1
"50296","RPL5P11",1,0,0,1,0
"50297","RPL5P12",0,1,0,3,2
"50298","RPL5P13",0,0,0,0,0
"50299","RPL5P14",0,2,0,0,0
"50300","RPL5P15",0,0,0,1,3
"50301","RPL5P16",0,0,0,0,0
"50302","RPL5P17",1,0,0,1,0
"50303","RPL5P18",5,0,3,0,0
"50304","RPL5P19",0,0,0,0,0
"50305","RPL5P2",0,0,0,0,0
"50306","RPL5P20",0,1,0,0,1
"50307","RPL5P21",0,0,0,0,0
"50308","RPL5P22",1,0,1,0,0
"50309","RPL5P23",7,0,0,0,0
"50310","RPL5P24",1,3,0,2,0
"50311","RPL5P25",1,0,0,0,0
"50312","RPL5P26",0,0,0,0,0
"50313","RPL5P27",0,1,0,1,0
"50314","RPL5P28",0,0,0,0,0
"50315","RPL5P29",4,2,1,2,3
"50316","RPL5P3",2,1,2,0,1
"50317","RPL5P30",3,0,1,2,0
"50318","RPL5P31",0,0,0,0,0
"50319","RPL5P32",1,0,1,1,0
"50320","RPL5P33",0,0,0,0,0
"50321","RPL5P34",1,0,2,1,0
"50322","RPL5P35",0,0,0,0,0
"50323","RPL5P4",0,0,2,0,1
"50324","RPL5P5",0,0,2,0,0
"50325","RPL5P6",0,0,0,0,0
"50326","RPL5P7",0,0,0,0,0
"50327","RPL5P8",2,3,3,7,13
"50328","RPL5P9",0,0,0,1,2
"50329","RPL6",817,708,684,605,587
"50330","RPL6P12",0,0,0,0,0
"50331","RPL6P2",1,0,0,0,0
"50332","RPL6P21",1,0,0,0,0
"50333","RPL6P25",0,0,0,0,0
"50334","RPL6P27",2,1,2,2,2
"50335","RPL6P29",1,0,1,0,0
"50336","RPL6P30",0,0,0,0,0
"50337","RPL6P5",0,0,0,0,0
"50338","RPL6P7",0,0,0,0,0
"50339","RPL6P8",0,0,0,0,1
"50340","RPL6P9",0,0,0,0,0
"50341","RPL7",13,4,8,6,6
"50342","RPL7A",1494,1359,1313,1284,1377
"50343","RPL7AL2",0,0,0,0,0
"50344","RPL7AL3",0,0,0,0,0
"50345","RPL7AP10",4,4,3,5,1
"50346","RPL7AP11",4,2,1,0,1
"50347","RPL7AP14",0,2,0,0,0
"50348","RPL7AP15",0,0,0,0,0
"50349","RPL7AP2",3,0,0,0,1
"50350","RPL7AP23",0,0,0,0,0
"50351","RPL7AP25",0,0,0,0,0
"50352","RPL7AP26",0,0,0,0,0
"50353","RPL7AP28",1,0,0,0,0
"50354","RPL7AP3",0,0,0,0,0
"50355","RPL7AP30",0,0,0,2,0
"50356","RPL7AP31",0,1,0,0,0
"50357","RPL7AP33",0,0,0,0,0
"50358","RPL7AP34",0,0,0,0,0
"50359","RPL7AP38",0,0,0,1,0
"50360","RPL7AP4",2,0,0,0,1
"50361","RPL7AP56",0,0,0,0,0
"50362","RPL7AP57",0,0,0,0,0
"50363","RPL7AP58",0,0,0,0,0
"50364","RPL7AP6",0,2,3,2,2
"50365","RPL7AP60",1,0,0,0,0
"50366","RPL7AP61",0,0,0,0,0
"50367","RPL7AP64",28,21,47,25,21
"50368","RPL7AP65",3,1,0,0,0
"50369","RPL7AP66",0,1,0,1,1
"50370","RPL7AP69",0,0,0,0,0
"50371","RPL7AP7",0,0,0,0,0
"50372","RPL7AP71",0,0,0,0,0
"50373","RPL7AP72",0,0,0,0,0
"50374","RPL7AP73",0,0,1,0,0
"50375","RPL7AP8",0,0,0,2,1
"50376","RPL7L1",295,181,262,161,118
"50377","RPL7L1P1",0,0,1,0,0
"50378","RPL7L1P10",0,0,0,0,0
"50379","RPL7L1P11",0,0,0,0,0
"50380","RPL7L1P12",0,0,0,0,0
"50381","RPL7L1P13",0,0,0,0,0
"50382","RPL7L1P2",0,0,0,0,0
"50383","RPL7L1P3",0,0,0,0,0
"50384","RPL7L1P4",0,0,0,0,0
"50385","RPL7L1P5",0,0,0,0,0
"50386","RPL7L1P7",0,0,0,0,0
"50387","RPL7L1P8",0,0,0,0,0
"50388","RPL7L1P9",0,0,0,0,0
"50389","RPL7P1",0,3,0,2,2
"50390","RPL7P10",0,0,0,0,0
"50391","RPL7P11",0,0,0,2,0
"50392","RPL7P12",0,0,0,0,0
"50393","RPL7P13",1,0,0,0,0
"50394","RPL7P14",0,0,0,0,0
"50395","RPL7P15",1,2,0,0,1
"50396","RPL7P16",2,0,2,0,0
"50397","RPL7P17",3,0,0,0,0
"50398","RPL7P18",4,1,1,1,0
"50399","RPL7P19",0,0,0,1,0
"50400","RPL7P2",0,0,0,0,0
"50401","RPL7P20",0,0,1,0,0
"50402","RPL7P21",0,0,0,0,0
"50403","RPL7P22",0,0,0,0,0
"50404","RPL7P23",1,0,1,0,0
"50405","RPL7P24",0,0,0,0,0
"50406","RPL7P25",0,0,0,0,0
"50407","RPL7P26",0,1,0,0,0
"50408","RPL7P27",0,0,0,1,2
"50409","RPL7P28",0,0,0,0,0
"50410","RPL7P29",0,0,0,1,0
"50411","RPL7P3",0,0,0,0,0
"50412","RPL7P30",0,0,0,0,0
"50413","RPL7P31",0,0,0,0,0
"50414","RPL7P32",2,0,3,0,0
"50415","RPL7P33",0,2,0,0,0
"50416","RPL7P34",1,0,0,0,0
"50417","RPL7P35",0,0,0,0,0
"50418","RPL7P36",0,0,0,0,0
"50419","RPL7P37",0,2,0,1,0
"50420","RPL7P38",0,1,0,0,0
"50421","RPL7P39",0,0,0,0,0
"50422","RPL7P4",1,0,0,0,0
"50423","RPL7P40",0,0,0,0,0
"50424","RPL7P41",0,0,0,0,0
"50425","RPL7P42",0,0,0,0,0
"50426","RPL7P43",0,0,0,0,1
"50427","RPL7P44",1,0,1,0,0
"50428","RPL7P45",0,1,0,0,0
"50429","RPL7P46",0,0,1,0,0
"50430","RPL7P47",0,0,1,0,0
"50431","RPL7P48",1,0,0,0,0
"50432","RPL7P49",0,0,0,0,0
"50433","RPL7P5",0,1,0,1,0
"50434","RPL7P50",1,2,2,0,0
"50435","RPL7P51",0,0,0,0,2
"50436","RPL7P52",0,0,0,0,0
"50437","RPL7P53",0,1,0,0,0
"50438","RPL7P54",0,0,0,0,0
"50439","RPL7P55",0,0,0,0,0
"50440","RPL7P56",0,1,0,0,1
"50441","RPL7P57",1,1,1,0,0
"50442","RPL7P58",3,0,2,0,0
"50443","RPL7P59",0,0,2,1,0
"50444","RPL7P6",3,2,1,1,0
"50445","RPL7P60",1,0,0,0,0
"50446","RPL7P61",0,0,0,0,0
"50447","RPL7P7",2,0,1,0,0
"50448","RPL7P8",0,0,0,0,0
"50449","RPL7P9",1,0,1,0,0
"50450","RPL8",4732,5526,3882,4493,6374
"50451","RPL8P2",0,0,0,0,1
"50452","RPL9",90,264,288,49,40
"50453","RPL9P15",0,0,0,0,0
"50454","RPL9P16",0,1,1,0,0
"50455","RPL9P18",0,5,1,10,3
"50456","RPL9P2",1,0,2,0,2
"50457","RPL9P25",0,0,0,0,0
"50458","RPL9P28",0,0,0,1,0
"50459","RPL9P29",1,3,2,2,2
"50460","RPL9P3",0,0,1,0,0
"50461","RPL9P30",1,0,1,0,0
"50462","RPL9P31",0,0,0,0,0
"50463","RPL9P32",1,0,1,0,0
"50464","RPL9P33",4,0,2,2,3
"50465","RPL9P5",0,0,0,0,0
"50466","RPL9P7",0,0,1,0,0
"50467","RPL9P9",332,110,170,180,165
"50468","RPLP0",2144,1762,1803,1591,1744
"50469","RPLP0P1",0,0,0,0,0
"50470","RPLP0P11",0,1,0,0,0
"50471","RPLP0P2",0,0,0,0,0
"50472","RPLP0P6",15,18,11,20,20
"50473","RPLP0P7",0,0,0,0,0
"50474","RPLP1",2949,3573,2715,3284,4480
"50475","RPLP1P11",0,0,0,0,0
"50476","RPLP1P13",0,0,0,0,0
"50477","RPLP1P6",2,1,0,1,6
"50478","RPLP2",5031,4527,4259,4806,5457
"50479","RPLP2P1",0,1,0,3,2
"50480","RPN1",1319,882,1105,784,744
"50481","RPN2",1093,658,953,631,634
"50482","RPP14",100,61,73,48,45
"50483","RPP21",16,11,6,15,10
"50484","RPP25",15,19,27,20,23
"50485","RPP25L",69,80,73,78,70
"50486","RPP30",106,72,93,52,52
"50487","RPP38",60,53,54,37,38
"50488","RPP40",18,4,12,3,2
"50489","RPP40P1",0,0,0,0,0
"50490","RPP40P2",0,0,0,0,0
"50491","RPPH1",24,2,8,0,1
"50492","RPPH1-2P",0,0,0,0,0
"50493","RPPH1-3P",0,0,0,0,0
"50494","RPRD1A",172,135,137,98,70
"50495","RPRD1B",230,163,170,159,99
"50496","RPRD2",357,270,289,271,171
"50497","RPRM",1,0,1,0,0
"50498","RPRML",0,0,0,0,0
"50499","RPS10",6,3,4,0,3
"50500","RPS10-NUDT3",0,0,0,0,0
"50501","RPS10L",5,1,1,0,0
"50502","RPS10P14",0,1,0,0,1
"50503","RPS10P16",2,0,0,1,1
"50504","RPS10P18",0,0,0,0,0
"50505","RPS10P2",1,0,0,0,0
"50506","RPS10P20",0,0,0,0,0
"50507","RPS10P21",0,0,0,1,0
"50508","RPS10P27",1,0,0,0,0
